company,industry1,industry2,city,state,description,pin,revenue,founded date,website,number of founder,founder1,employee,funding round,funding status,last funding date,last funding amt,last funding type,total funding amt,investor1,investor2,investor3,investor4,investor5,no of investor
sulekha.com,Advertising,E-Commerce,Chennai,Tamil Nadu,Sulekha is one of India’s largest and fastest-growing digital business.,600 008,Less than $1M,2000,www.sulekha.com/,1,Satya Prabhakar,1001-5000,4,Private Equity,"Sep 29, 2015",—,Private Equity,"$44,600,000",GIC,Norwest Venture Partners,Mitsui Global Investment,,,3
Health Care At Home India,Health Care,,Noida,Uttar Pradesh,Health Care At Home is the best home health care service provider in India.,201301,$1M to $10M,"Jan 1, 2000",hcah.in/,1,Vivek Srivastava,101-250,2,Private Equity,"Jan 13, 2022","₹1,120,000,000",Private Equity,"₹3,620,000,000",Quadria Capital,ABC World Asia,,,,2
AIG Hospital,Health Care,Medical,Hyderabad,Andhra Pradesh,AIG Hospitals is a Gastroenterology hospital that believes and preaches that excellence is a way of life.,500032,$10M to $50M,1986,aighospitals.com/,1,D Nageshwar Reddy,51-100,3,Private Equity,"Dec 16, 2019","₹3,000,000,000",Private Equity,"₹3,000,000,000",Quadria Capital,PG Impact Investments,,,,2
Manipal Group,Education,Health Care,Bangalore,Karnataka,Manipal Group is an Indian education and healthcare services provider.,560052,$1B to $10B,1953,www.manipalgroup.com,2,Ranjan Pai,501-1000,3,—,"Jan 1, 2017","$58,900,000",Venture - Series Unknown,"$348,900,000",British International Investment,IDFC Private Equity,,,,2
Quest Global Manufacturing,Aerospace,Automotive,Bengaluru,Karnataka,"The Aequs manufacturing facilities are located in Bengaluru, Belagavi, and Houston.",591243,$1M to $10M,1997,www.aequs.com,1,Aravind Melligeri,501-1000,3,Private Equity,"Oct 30, 2023","₹4,480,000,000",Private Equity,"$86,218,280",Advantage Capital,Steadview Capital,Amicus Capital,Stonehenge Capital,Amansa Capital,8
Deloitte Consulting,Advice,Business Development,Mumbai,Maharashtra,Deloitte Consulting offers consulting services to technology-based companies.,400 013,$10B+,1996,www2.deloitte.com,—,,10001+,1,M&A,"Jan 10, 2020","$17,076,447",Venture - Series Unknown,"$17,076,447",,,,,,—
The Sanmar Group,Chemical,Industrial Engineering,Chennai,Tamil Nadu,"The Sanmar Group is an Engineering, Shipping businesses and Joint Ventures company",600 086,$1M to $10M,1967,www.sanmargroup.com/,—,,1001-5000,2,—,"Apr 8, 2016","$300,000,000",Venture - Series Unknown,"$300,000,000",Fairfax India Holdings Corporation,,,,,1
MyMoneyMantra,Finance,Financial Services,New Delhi,Delhi,MyMoneyMantra is India's largest phy-gital (physical-digital) consumer & business finance marketplace.,110001,$100M to $500M,1989,www.mymoneymantra.com,1,Raj Khosla,1001-5000,1,Early Stage Venture,"Jul 17, 2019","$15,000,000",Series A,"$15,000,000",Vaalon Capital,IFSD BV,,,,2
KIMS Hospitals,Health Care,Hospital,Hyderabad,Andhra Pradesh,KIMS Hospitals is a multi-disciplinary integrated private healthcare services provider that operates a chain of multispecialty hospitals.,—,$10M to $50M,2000,www.kimshospitals.com/,1,Bhaskar Rao,Nov-50,3,IPO,"Jan 1, 2019",—,Private Equity,"$139,178,803",General Atlantic,Avendus Future Leaders,True North,,,3
Feedback Infra,Consulting,Energy,Gurgaon,Haryana,"Feedback Infra is a infrastructure services company based in Gurgaon, Haryana.",122 002,$100M to $500M,Jun-90,www.feedbackinfra.com/,2,R. S. Ramasubramaniam,1001-5000,1,Private Equity,"Mar 21, 2018","₹6,850,000,000",Private Equity,"₹6,850,000,000",ADV Partners test,,,,,1
Shivalik Small Finance Bank,Accounting,Banking,Saharanpur,Uttar Pradesh,Shivalik Small Finance Bank provides financial solutions with modern technology-driven services to individuals and businesses.,247001,$1B to $10B,1997,shivalikbank.com,1,Rajput Tanshu Thakur,501-1000,1,—,"Nov 2, 2022","₹1,110,000,000",Venture - Series Unknown,"₹1,110,000,000",Accel,Quona Capital,Bharti AXA Life Insurance,,,3
Divgi TorqTransfer Systems,Automotive,Information Technology,Pune,Maharashtra,Divgi TorqTransfer Systems provides automotive drivetrain components and solutions.,—,$50M to $100M,1995,divgi-tts.com/,2,Padmini Bhalchandra Khare,501-1000,1,Private Equity,"Jun 4, 2018","₹1,000,000,000",Private Equity,"₹1,000,000,000",Oman India Joint Investment Fund,,,,,1
Crystal Crop Protection,Agriculture,Chemical,Ahmedabad,Gujarat,"Crystal Crop Protection engages in the technical manufacturing, formulation and marketing of agrochemical products.",—,$100M to $500M,"Jan 1, 1980",www.crystalcropprotection.com/,2,Ankur Aggarwal,251-500,2,—,"Nov 2, 2022","₹3,000,000,000",Venture - Series Unknown,"₹4,500,000,000",International Finance Corporation,Everstone,IFC Emerging Asia Fund,,,3
IARC,Asset Management,Financial Services,Mumbai,Maharashtra,IARC is a securitization and reconstruction company.,—,—,"Jan 1, 2002",www.iarc.co.in,1,Jaskirat Singh Talwar,Nov-50,3,Private Equity,"Apr 9, 2018","$150,000,000",Private Equity,"$168,170,019",HDFC Bank,Tata Capital,ICICI Bank,FMO,Blackstone Group,7
Manna Foods,Food and Beverage,Food Processing,Chennai,Tamil Nadu,"Manufacture and sell ethnic millet based breakfast cereals, milk supplements, infant foods, dried fruits.",600 040,$10M to $50M,2000,www.mannafoods.in,2,Kyle Fox,101-250,2,Private Equity,"Jan 11, 2018","₹1,520,000,000",Private Equity,"₹1,820,000,000",Morgan Stanley,Fulcrum Venture India,,,,2
Avanti Finance,Finance,Financial Services,Bengaluru,Karnataka,Avanti Finance lends relatively large but trust-based loans without formal credit footprint.,560034,—,1989,avantifinance.in/,2,Nandan Nilekani,101-250,5,Early Stage Venture,"Apr 1, 2023","₹1,970,000,000",Series B,"$67,027,638",Bill & Melinda Gates Foundation,Rabobank,Oikocredit International,Nomura,Michael & Susan Dell Foundation,9
Silver Consumer Electricals Private limited,Manufacturing,,Rajkot,Gujarat,"Silver Consumer Electricals is the manufacturer of Premium quality, efficient, reliable and long-lasting pumps and motors.",360035,$1M to $10M,1981,silverglobal.com,1,Shri Dharmashi Bediya,1001-5000,1,Private Equity,"Jan 4, 2023","₹4,000,000,000",Private Equity,"₹4,000,000,000",Pantomath Capital,Plutus Wealth Management,,,,2
myTVS,Consumer,Service Industry,Madurai,Tamil Nadu,myTVS offers one stop car services.,625001,$10M to $50M,2003,www.mytvs.in,2,K V Narasimha Chary,501-1000,2,Late Stage Venture,"Dec 15, 2022","₹2,030,000,000",Series C,"₹5,780,000,000",EXOR N.V.,,,,,1
MERAQUI,Employment,Human Resources,Mumbai,Maharashtra,"MERAQUI provides a human capital solution to help companies to identify the best-fit talent for roles, across various levels.",—,$1M to $10M,"Jan 1, 1995",www.meraqui.com/,2,Lalit Singh,Nov-50,2,Seed,"Feb 7, 2022","₹70,000,000",Seed,"₹70,000,000",JioGenNext,,,,,1
Cafe Coffee Day,Coffee,Food and Beverage,Bangalore,Karnataka,"Cafe Coffee Day is a coffee shop, providing a full range of coffee products through a robust and transparent system of farming and more.",560001,$1B to $10B,1996,www.cafecoffeeday.com,1,VG Siddhartha,5001-10000,6,—,"Oct 14, 2015","$51,000,000",Venture - Series Unknown,"$366,000,000",Kohlberg Kravis Roberts,Peak XV Partners,Brand Capital,MAPE Advisory Group,Standard Chartered Private Equity,6
Blue Jet Healthcare,Health Care,Medical,Mumbai,Maharashtra,"Blue Jet Healthcare specializes in the collaboration, development, and manufacturing of advanced pharmaceutical intermediates and APIs.",400705,$50M to $100M,1968,bluejethealthcare.com/,—,,101-250,1,IPO,"Oct 23, 2023","₹2,520,000,000",Private Equity,"₹2,520,000,000",Societe Generale,Edelweiss Financial Services,Troocost,M3 Ventures,ICICI Prudential Mutual Fund,13
Robosoft Technologies,Apps,Gaming,Udupi,Karnataka,"Robosoft Technologies is a digital experiences company offering digital advisory, design strategy, UI/UX and engineering services.",576105,$50M to $100M,1996,www.robosoftin.com,1,Rohith Bhat,501-1000,2,M&A,"Apr 17, 2015","$12,000,000",Series B,"$15,700,000",Kalaari Capital,Ascent Capital,,,,2
Karvy Group,Financial Services,FinTech,Hyderabad,Andhra Pradesh,KARVY is one of India’s largest integrated financial services group.,500 034,$1B to $10B,1981,www.karvy.com,3,C. Parthasarathy,10001+,4,Private Equity,"Nov 30, 2018","₹6,000,000,000",Private Equity,"$323,500,964",General Atlantic,ICICI Venture,MAPE Advisory Group,,,3
Nourish Organics,E-Commerce,Food and Beverage,Gurgaon,Haryana,"Buy organic food online at Nourish Organics . Browse through snacks, nutritional food products and more. Pay online across India.",122050,Less than $1M,2000,www.nourishorganics.in,1,Seema Jindal Jajodia,51-100,1,Seed,"Mar 1, 2019","₹72,500,000",Seed,"₹72,500,000",Saama Capital,,,,,1
Aqualite India,Communities,E-Commerce,Bahadurgarh,Haryana,"AqualiteIndia is one of the most popular footwear brands in India. It offers a wide range of shoes, flip-flops, sandals and slippers.",124507,$100M to $500M,2004,www.aqualiteindia.com,1,D.K. Gupta,1001-5000,1,Private Equity,"Dec 5, 2018","$35,500,000",Private Equity,"$35,500,000",Lighthouse Funds,,,,,1
Centre for Sight,Biotechnology,Health Care,New Delhi,Delhi,"Centre for Sight provides eye care services, from basic diagnostic and therapeutic services to complex operative procedures.",110029,$50M to $100M,1996,centreforsight.net,1,Sheraz Daya,501-1000,2,—,"May 15, 2019","₹2,260,000,000",Venture - Series Unknown,"$37,184,929",Matrix,Mahindra Partners,Mahipal Sachdev,,,3
Hungama,Digital Entertainment,Media and Entertainment,Mumbai,Maharashtra,"Hungama Digital Media Entertainment. is the largest aggregator, developer, publisher and distributor of Bollywood and South-Asian content.",400011,$10M to $50M,"Apr 1, 1999",www.hungama.org,1,Neeraj Roy,501-1000,3,—,"Apr 4, 2016","$25,000,000",Venture - Series Unknown,"$165,000,000",Intel Capital,Bessemer Venture Partners,Rakesh Jhunjhunwala,Xiaomi,,4
INC5,Consumer Goods,Fashion,Kurla,Maharashtra,"INC5 is a footwear brand that stocks and sells a wide range of heels, shoes, flats ,bags and accessories for men and women..",400070,$1M to $10M,1999,inc5shop.com,—,,501-1000,1,Early Stage Venture,"Oct 25, 2023","₹830,000,000",Series A,"₹830,000,000",Param Capital,P3 Green,Carpediem Capital,,,3
Kauvery Hospital,Health Care,Hospital,Chennai,Tamil Nadu,"Best Multispecialty Hospital in Chennai - Orthopaedics, Neurology, Critical Care",600 004,$10M to $50M,1982,kauveryhospital.com/,2,Chandrakumar Sundararaju,5001-10000,1,—,"Sep 6, 2019","₹1,400,000,000",Venture - Series Unknown,"₹1,400,000,000",,,,,,—
IKF Finance,Asset Management,Finance,Hyderabad,Andhra Pradesh,IKF Finance provider of asset management services designed to provide financial services.,500 081,$10M to $50M,"Jan 1, 1991",www.ikffinance.com/,1,Prasad Vgk,501-1000,1,Private Equity,"Apr 5, 2023","₹2,500,000,000",Private Equity,"₹2,500,000,000",Accion,,,,,1
Encube Ethicals,Association,Manufacturing,Mumbai,Maharashtra,"Encube Ethicals a contract development and manufacturing organization, specializes in topical semisolid formulations.",400 069,—,1995,www.encubeethicals.com,1,Mehul Shah,501-1000,2,Private Equity,"Jun 28, 2021",—,Private Equity,"$41,000,000",Quadria Capital,Multiples,Gulf Islamic Investments LLC (GII),,,3
Shalby Hospitals,Health Care,Hospital,Ahmedabad,Gujarat,Shalby Hospitals provide world class facilities and offer the entire gamut of medical services to patients worldwide,380015,$100M to $500M,1994,www.shalby.org/,1,Vikram Shah,1001-5000,1,Private Equity,"Dec 5, 2017","₹1,500,000,000",Private Equity,"₹1,500,000,000",,,,,,—
Kogta Financial,Financial Services,,Jaipur,Rajasthan,Kogta Financial is a retail-focused non banking financial company .,302001,—,Jan-96,www.kogta.in/,1,Radha Krishan Kogta,101-250,4,Late Stage Venture,"Mar 31, 2022","₹8,460,000,000",Series D,"₹13,000,000,000",Morgan Stanley,Canada Pension Plan Investment Board,Multiples,Morgan Stanley Expansion Capital,Creador,7
Khadim India,Business Development,Retail,Calcutta,West Bengal,Khadim India Limited is Kolkata based second largest footwear retailer in India.,—,$1M to $10M,1965,www.khadims.com/,1,Satya Prasad Roy Burman,1001-5000,1,IPO,"Nov 2, 2017","₹1,629,000,000",Private Equity,"₹1,629,000,000",IIFL Finance,Birla Sun Life Insurance,,,,2
Fleming Laboratories,Manufacturing,Pharmaceutical,Hyderabad,Andhra Pradesh,Fleming Laboratories manufactures and supplies generic active pharmaceutical ingredients for the pharmaceutical industry.,500067,$50M to $100M,1995,www.fleminglabs.com,—,,251-500,1,Private Equity,"Dec 19, 2023","₹1,100,000,000",Private Equity,"₹1,100,000,000",InvAscent,,,,,1
Shakti Pumps (I) Limited,Manufacturing,,Dhar,Madhya Pradesh,"Shakti Pumps manufactures submersible pumps for the agriculture, industrial, domestic, and horticulture sectors.",454774,$100M to $500M,1982,www.shaktipumps.com,—,,1001-5000,1,IPO,"Sep 18, 2014","₹450,000,000",Private Equity,"₹450,000,000",Global Environment Fund Management,,,,,1
Veeda Clinical Research,Pharmaceutical,,Ahmedabad,Gujarat,Veeda Clinical Research is a clinical Contract Research Organisation in India with a diverse product offering and a geographical footprint.,380015,$1M to $10M,2004,veedacr.com/,1,Apurva Shah,501-1000,2,M&A,"Jun 24, 2021","$16,000,000",Private Equity,"$16,000,000",Actis,Havells India,Sabre Partners,Nikhil Vora,Pranabh Mody,6
Alliance Insurance Brokers,Commercial Insurance,Financial Services,Mumbai,Maharashtra,Alliance Insurance Brokers is a strong player in B2B insurance broking company.,400049,$10M to $50M,2003,www.allianceinsurance.in/,1,S. V. Thakkar,251-500,1,Private Equity,"Mar 17, 2016","₹550,000,000",Private Equity,"₹550,000,000",Access Asset Managers,,,,,1
Radiant Life Care Private Ltd,Health Care,Hospital,Mumbai,Maharashtra,"Radiant Life Care Private Limited develops, redevelops, manages, and operates health care facilities.",400021,$100M to $500M,2000,radiantlifecare.com/,1,Abhay Soi,101-250,1,Private Equity,"Jul 18, 2017","$200,000,000",Private Equity,"$200,000,000",Kohlberg Kravis Roberts,,,,,1
Ferns N Petals,Flowers,Gift,New Delhi,Delhi,"Being the largest floral chain in the world, FNP pioneered the concept of social expression in the country.",110030,$10M to $50M,"Mar 2, 1994",www.fnp.com/,1,Vikaas Gutgutia,101-250,1,Private Equity,"Mar 11, 2022","₹2,000,000,000",Private Equity,"₹2,000,000,000",Lighthouse Funds,,,,,1
MITASHI,Consumer Electronics,E-Commerce,Mumbai,Maharashtra,MITASHI is an online marketplace that offers household appliances for consumer electronics.,—,—,"Jan 1, 1998",www.mitashi.com/,1,Rakesh Dugar,101-250,1,—,"Mar 1, 2017","₹17,500,000",Venture - Series Unknown,"₹17,500,000",Riqueza Capital,,,,,1
Suraksha Diagnostics,Health Care,Health Diagnostics,Kolkata,West Bengal,Suraksha Diagnostics is a leading diagnostic services chain providing pathology and radiology services.,700156,—,1992,www.surakshanet.com/,1,Capt Amit Lal,251-500,3,—,"Nov 17, 2016","$40,000,000",Venture - Series Unknown,"$80,183,541",OrbiMed,Lighthouse Funds,,,,2
Excelra,Analytics,Data Visualization,Hyderabad,Andhra Pradesh,Excelra is a leading Informatics company providing Intelligent data and analytics solutions to clients globally.,500039,$10M to $50M,2001,www.excelra.com,1,Anandbir Brar,501-1000,1,Seed,"Jun 29, 2016","$654,000",Seed,"$654,000",DESTINY INVESTMENTS,,,,,1
JP Funware & Technologies Private Limited,Casual Games,Console Games,Haryana,Haryana,Online Gaming Company,122015,—,"Jul 8, 2003",www.jpfunware.com/,—,,Nov-50,2,Seed,"Dec 1, 2022","₹410,000,000",Seed,"₹510,000,000",,,,,,—
Ask Group,Finance,Financial Exchanges,Mumbai,Maharashtra,Ask Group provides investment opportunities and financial services for the individual.,400 030,—,1983,www.askfinancials.com/,1,Sameer Koticha,251-500,1,Private Equity,"Dec 21, 2016","$130,000,000",Private Equity,"$130,000,000",Advent International,,,,,1
Autoline Industries,Manufacturing,,Pune,Maharashtra,Autoline Industries is a several manufacturing plants worldwide.,410501,$50M to $100M,2003,www.autolineind.com/,1,M RADHAKRISHNAN,1001-5000,1,Private Equity,"Jan 3, 2019","₹350,000,000",Private Equity,"₹350,000,000",IndiaNivesh Fund,,,,,1
CARE Hospitals Group,Health Care,,Hyderabad,Andhra Pradesh,CARE Hospitals Group is a specialist healthcare provider.,—,—,"Jun 27, 1997",www.carehospitals.com/,1,Bhupathiraju Somaraju,5001-10000,3,M&A,"Feb 1, 2016","$30,000,000",Private Equity,"$135,000,000",British International Investment,True North,Advent International,,,3
Nekkanti Sea Foods,Food and Beverage,Food Processing,Visakhapatnam,Andhra Pradesh,Nekkanti Sea Foods is one of the largest exporter of seafood from India and has been in this business for over two decades.,530 045,$100M to $500M,1985,nekkantiseafoods.com/,1,Nekkanti Murty,5001-10000,1,—,"Jul 23, 2018","$30,000,000",Venture - Series Unknown,"$30,000,000",Motilal Oswal Financial Services,New Horizon Investments,Oak Capital,Madhusudhan Kela,,4
Belstar Investment and Finance Private Limited,Financial Services,Micro Lending,Chennai,Tamil Nadu,Belstar Investment and Finance Private Limited is a provider of scalable microfinance services to entrepreneurs.,600083,$100M to $500M,1988,www.belstar.in,1,Kalpana Sankar,501-1000,3,M&A,"Apr 1, 2022","₹2,750,000,000",Venture - Series Unknown,"$111,403,897",Muthoot Finance,Affirma Capital,Maj Invest Equity,,,3
Sharp Sight,Eyewear,Health Care,New Delhi,Delhi,Sharp Sight offers eyecare hospitality services.,110092,—,1998,sharpsight.in,1,Deepshikha Sharma,1001-5000,1,Private Equity,"Jun 8, 2020","₹700,000,000",Private Equity,"₹700,000,000",InvAscent,,,,,1
