company,industry1,industry2,city,state,description,pin,revenue,founded date,website,number of founder,founder1,employee,funding round,funding status,last funding date,last funding amt,last funding type,total funding amt,investor1,investor2,investor3,investor4,investor5,no of investor
Foundit,Career Planning,Online Portals,Hyderabad,Andhra Pradesh,Foundit is an online career and recruitment resource with its cutting edge technology provides.,—,$1M to $10M,2010,www.monsterindia.com,1,Alok Mittal,501-1000,1,M&A,"Dec 22, 2021","₹ 1,37,00,00,000.00",Venture - Series Unknown,"₹ 1,37,00,00,000.00",Volrado Ventures,Meridian Investments,,,,2
ANSR,Business Development,Information Technology,Bangalore,Karnataka,"ANSR is providing end-to-end services for companies, setting up captive service centers.",560071,$50M to $100M,2008,ansrconsulting.com/,1,Lalit Ahuja,501-1000,3,—,"Oct 25, 2023","$ 15,00,00,000.00",Venture - Series Unknown,"$ 17,17,00,000.00",Accel,Infosys,ServiceNow Ventures,Sistema Asia Capital,Evolvence India Fund,6
Canpac Trends,Manufacturing,Packaging Services,Ahmedabad,Gujarat,Canpac Trends is a folding carton and packaging solutions company.,382213,—,2010,canpac.in/,1,Nilesh Todi,501-1000,2,Private Equity,"Dec 14, 2023","$ 34,00,00,000.00",Private Equity,"$ 34,82,81,871.00",Investcorp,JM Financial Private Equity,,,,2
SecureNow Insurance Broker,Auto Insurance,Health Insurance,Gurgaon,Haryana,"SecureNow Insurance Broker is an insurance brokerage firm that offers commercial, home, and motor insurance services.",122001,$10M to $50M,2011,securenow.in,2,Abhishek Bondia,51-100,2,Early Stage Venture,"Dec 29, 2021","₹ 45,00,00,000.00",Series B,"$ 90,34,553.00",Elevar Equity,Apis Partners,Charan Singh,,,3
Shubham Housing Development Finance Company,Credit,Finance,Haryana,Haryana,"SHDFC Is an affordable housing lender headquartered in New Delhi targeting low-income, self-employed families in urban and semi-urban India.",122001,$10M to $50M,2010,www.shubham.co/,1,Sanjay Chaturvedi,251-500,5,—,"Jun 29, 2022","₹ 8,63,00,00,000.00",Venture - Series Unknown,"$ 22,03,46,140.00",LeapFrog Investments,British International Investment,PremjiInvest,Asian Development Bank,Elevar Equity,10
Hotelogix,Enterprise Software,Hospitality,Noida,Uttar Pradesh,Hotelogix is a cloud-based hotel property management system that offers property management and online distribution system solutions.,201301,$10M to $50M,2008,www.hotelogix.com,3,Aditya Sanghi,101-250,5,—,"Aug 16, 2022","$ 21,40,000.00",Venture - Series Unknown,"$ 1,01,40,000.00",Accel,Blume Ventures,Vertex Ventures,Mumbai Angels,Vertex Ventures Southeast Asia & India,8
Sportskeeda,Blogging Platforms,News,Bangalore,Karnataka,Sportskeeda App is your home for exclusive sports content. Personalize your app to receive alerts for your favorite teams and leagues.,560075,$10M to $50M,"May 16, 2009",app.sportskeeda.com/Download,2,Porush Jain,101-250,3,M&A,"Aug 21, 2019","$ 15,00,000.00",Series A,"$ 27,20,000.00",Nazara Technologies,SeedFund.in,,,,2
Lavie,E-Commerce,Fashion,Mumbai,Maharashtra,Lavie is a fashion lifestyle brand.,—,$1M to $10M,"Jan 1, 2010",lavieworld.com/,1,Keyur Kenia,101-250,1,—,"Oct 11, 2023","₹ 75,00,00,000.00",Venture - Series Unknown,"₹ 75,00,00,000.00",First Bridge Fund,,,,,1
HealthAssure,Health Care,Health Insurance,Mumbai,Maharashtra,HealthAssure is a healthtech startup that aggregates primary healthcare services and OPD insurance for corporates and individuals.,400 072,$1M to $10M,2011,www.healthassure.in,1,Varun Gera,251-500,3,Early Stage Venture,"Aug 25, 2022","₹ 50,00,00,000.00",Series B,"$ 97,59,127.00",Blume Ventures,Leo Capital,World Within Ventures,Rajiv Dadlani Group,HR Fund,5
Lava International Limited,Consumer Electronics,Mobile,Noida,Uttar Pradesh,Lava International Limited firmly believe in high moral and professional ethics.,201301,$500M to $1B,2009,www.lavamobiles.com/,3,Shailendra Nath Rai,5001-10000,1,Private Equity,"Feb 25, 2020","$ 9,00,00,000.00",Private Equity,"$ 9,00,00,000.00",The Global Emerging Markets Group,,,,,1
Enzen Global Solutions,Consulting,Energy,Bangalore,Karnataka,"Enzen Global Solutions is a privately held company that focuses on refining, gaining, and sharing the energy and utility sector.",560098,$50M to $100M,2006,www.enzen.com,1,Satheesh Kumar,1001-5000,3,Private Equity,"Jul 10, 2019","₹ 6,85,00,00,000.00",Private Equity,"₹ 6,85,00,00,000.00",Darby Technology Ventures,Greater Pacific Capital,United Utilities Innovation Lab,,,3
ACT (Atria Convergence Technologies Pvt. Ltd.),Digital Entertainment,Digital Marketing,Bangalore,Karnataka,"ACT (Atria Convergence Technologies Pvt. Ltd.) is a triple play service provider offering an interesting ensemble of information,",560 001,$1B to $10B,2008,www.actcorp.in,1,Sunder Raju,1001-5000,4,M&A,"Jan 1, 2019",—,Private Equity,"₹ 2,36,40,00,000.00",TA Associates,Canada Pension Plan Investment Board,True North,,,3
Wellness Forever Medicare,Health Care,Medical,Mumbai,Maharashtra,Mumbai-based retail pharmacy chain Wellness Forever Medicare Pvt Ltd,400 031,$500M to $1B,2008,wellnessforever.com,3,Ashraf Mohammed Biran,501-1000,3,—,"Nov 9, 2020","₹ 1,30,00,00,000.00",Venture - Series Unknown,"$ 2,09,77,687.00",The Allana Group,Singapore Angel Network,Rajiv Dadlani,Amit Patni,Adar C. Poonawalla,5
Peel-Works,Analytics,Database,Mumbai,Maharashtra,Peel-Works is a tech & data analytics company specializing in ecommerce for corner stores.,400098,$10M to $50M,"Sep 1, 2010",peel-works.com,2,Nidhi Ramachandran,101-250,17,Late Stage Venture,"Apr 21, 2021","$ 16,00,000.00",Series D,"$ 2,45,68,876.00",HDFC Bank,BlackSoil,Indian Angel Network,Trifecta Capital Advisors,Equanimity Investments,14
Sahyadri Farms,Agriculture,Farming,Nasik,Maharashtra,Sahyadri Farms is a farmer producer and agricultural company.,—,$1M to $10M,"Jan 1, 2011",www.sahyadrifarms.com/,1,Shitij Agrawaal,51-100,2,—,"Sep 14, 2022","₹ 3,10,00,00,000.00",Venture - Series Unknown,"₹ 4,30,00,00,000.00",FMO,Proparco,Korys,Incofin Investment Management,,4
iNurture,EdTech,Education,Bangalore,Karnataka,iNurture Education Solutions provides industry relevant courses that are suitable for undergraduates and postgraduates.,560010,$50M to $100M,2005,inurture.co.in,2,Ashwin Ajila,501-1000,9,Private Equity,"May 11, 2022","₹ 1,16,00,00,000.00",Private Equity,"$ 5,05,97,807.00",BlackSoil,VenturEast,BDMI,Bertelsmann India Investments,ADM Capital,7
Sea6 Energy,Biofuel,Biotechnology,Bangalore,Karnataka,Sea6 Energy is a platform that utilizes the unlimited potential of the oceans in a sustainable and ethical way.,560065,$1M to $10M,2010,sea6energy.com,4,Nelson Vadassery,101-250,5,Early Stage Venture,"Aug 17, 2022","$ 95,00,000.00",Series B,"$ 2,73,83,505.00",Tata Capital,Aqua Spark,BASF Venture Capital,Silverstrand Capital,,4
WalMart India,Consumer,Grocery,Gurgaon,Haryana,Wal-Mart India owns and operates 28 B2B modern wholesale stores under brand name 'Best Price'.,122002,$10M to $50M,2009,www.wal-martindia.in,—,,1001-5000,1,M&A,"Nov 6, 2018","$ 3,76,80,000.00",Venture - Series Unknown,"$ 3,76,80,000.00",Walmart,,,,,1
Hono,Human Resources,Outsourcing,Haryana,Haryana,Hono is a provider of HR solutions and services.,122002,$1M to $10M,2008,www.hono.ai,2,Mukul Jain,251-500,1,Early Stage Venture,"May 11, 2022","₹ 39,00,00,000.00",Series A,"₹ 39,00,00,000.00",Aakash Chaudhry,Amit Khanna,Harsh Gupta,Hemant Sultania,,4
Serosoft,Education,Information Technology,Indore,Madhya Pradesh,"Serosoft is a leading educational ERP software and solutions company in Indore, India, awarded 9th Fastest-growing Technology Company 2019.",452001,$10M to $50M,2008,www.serosoft.com/,1,Arpit Badjatya,51-100,1,Early Stage Venture,"Oct 27, 2022","₹ 30,00,00,000.00",Series A,"₹ 30,00,00,000.00",SIDBI Venture Capital,,,,,1
Aptus Value Housing Finance India,Banking,Finance,Chennai,Tamil Nadu,Aptus is a company engaged in Affordable housing finance,600 010,$10M to $50M,2009,www.aptusindia.com,1,M Anandan,251-500,3,IPO,"Sep 10, 2019","₹ 8,80,00,00,000.00",Private Equity,"$ 19,36,50,593.00",Caspian Impact Investments,WestBridge Capital,Peak XV Partners,Malabar Investment Advisors,,4
Rays Power Infra,Energy,Solar,Jaipur,Rajasthan,Rays Power Infra  is a leading integrated Solar Power Company.,302019,$10M to $50M,2011,www.rayspowerinfra.com/,2,Ketan Mehta,101-250,1,—,"Dec 22, 2018","₹ 2,00,00,00,000.00",Venture - Series Unknown,"₹ 2,00,00,00,000.00",DMI Finance,,,,,1
Annapurna Finance,Banking,Business Development,Bhubaneswar,Orissa,Annapurna Finance is a microfinance venture firm that provides financial assistance for economic empowerment.,751030,$100M to $500M,2009,annapurnafinance.in,1,Gobinda Chandra Pattnaik,10001,12,Early Stage Venture,"Jun 24, 2022","$ 1,50,00,000.00",Series A,"$ 17,17,99,450.00",British International Investment,DCB BANK,Oikocredit International,Accion,Asian Development Bank,17
GPS Renewables,Recycling,Waste Management,Bangalore,Karnataka,GPS Renewables is to solve the urban waste problem by utilising local technologies and business models.,560102,Less than $1M,2010,www.greenpowersystems.co.in/,2,Mainak Chakraborty,Nov-50,2,Early Stage Venture,"Mar 16, 2022","$ 2,00,00,000.00",Series B,"$ 2,30,00,000.00",Caspian Impact Investments,SBICAP Ventures,Triodos Investment Management,,,3
Credit Sudhaar,Financial Services,,Mumbai,Maharashtra,Credit Sudhaar is a credit health management company which reviews credit scores of individuals and helps them improve it.,400101,$1M to $10M,"Jan 1, 2010",www.creditsudhaar.com,2,Arun Ramamurthy,51-100,1,—,"Apr 4, 2017","$ 2,50,00,000.00",Venture - Series Unknown,"$ 2,50,00,000.00",Earlsfield Capital,,,,,1
Cloudnine Hospitals,Child Care,Health Care,Bangalore,Karnataka,Cloudnine is an Indian chain of women and child care hospitals.,560011,$50M to $100M,2007,www.cloudninecare.com,3,Kishore Kumar,1001-5000,7,Private Equity,"Jul 26, 2021",—,Private Equity,"$ 10,22,60,000.00",Matrix,Matrix Partners India,Peak XV Partners,NewQuest Capital Partners,True North,6
Craftsvilla,E-Commerce,Fashion,Mumbai,Maharashtra,Largest Online Ethnic Store with Strong funding.,400101,$10M to $50M,2011,www.craftsvilla.com,4,Bhavik Jhaveri,101-250,9,—,"Mar 20, 2020","₹ 29,40,00,000.00",Venture - Series Unknown,"$ 6,26,91,719.00",Lightspeed Venture Partners,Nexus Venture Partners,Peak XV Partners,Global Founders Capital,Supera,5
Arohan Financial,Finance,Financial Services,Kolkata,West Bengal,Arohan Financial provides loans to individuals.,700 107,$100M to $500M,2006,arohan.in,2,Shubhankar Sengupta,1001-5000,6,—,"Jul 3, 2023","₹ 2,00,00,00,000.00",Venture - Series Unknown,"$ 6,90,13,043.00",British International Investment,Aavishkaar Venture Capital,FMO,Michael & Susan Dell Foundation,Tano Capital,9
FREECULTR,E-Commerce,Fashion,Delhi,Delhi,"FREECULTR offers India’s most soft, comfortable and skin-friendly innerwear range for men.",110030,—,2011,www.freecultr.com,3,Harshit Vij,Nov-50,4,M&A,"Jan 5, 2022","₹ 37,00,00,000.00",Series A,"$ 1,79,71,030.00",Sixth Sense Ventures,Peak XV Partners,Aman Gupta,RTP Global,Sameer Mehta,8
Zoomin,E-Commerce,Internet,Mumbai,Maharashtra,"ZoomIn, India's #1 online photo service helps preserve your best moments in the form of high-quality Photobooks, Prints & Gifts!",—,Less than $1M,2007,www.zoomin.com,5,Arun Benty,51-100,8,Late Stage Venture,"Mar 30, 2021","$ 5,20,00,000.00",Series C,"$ 10,54,50,000.00",General Atlantic,Bessemer Venture Partners,Salesforce Ventures,First Round Capital,InnoVen Capital,10
Octro,Gaming,Mobile,New Delhi,Delhi,Games your friends will love you for !,—,Less than $1M,2006,octro.com,1,Saurabh Aggarwal,Nov-50,1,Early Stage Venture,"Jun 4, 2014","$ 1,50,00,000.00",Series A,"$ 1,50,00,000.00",Peak XV Partners,,,,,1
Jupiter Hospital,Health Care,Hospital,Maharashtra,India,"Jupiter Hospital specializes in cancer care, cardiology, paediatrics, organ transplantation, haematology, nephrology and orthopaedics.",400601,$100M to $500M,2007,www.jupiterhospital.com,—,Neuberger Berman,1001-5000,1,IPO,"Aug 22, 2023","₹ 1,23,00,00,000.00",Venture - Series Unknown,"₹ 1,23,00,00,000.00",360 ONE Asset,Think Investments,Oncology,Ashoka India Equity Investment Trust,SBI Asset Management,5
Sohan Lal Commodity Management,Logistics,Procurement,New Delhi,Delhi,"SLCM is a one stop comprehensive agri-logistics company, having its Corporate Office in Delhi",110015,$10M to $50M,2009,sohanlal.in/index.html,1,Sandeep Sabharwal,101-250,5,—,"Jan 14, 2021","₹ 35,50,00,000.00",Venture - Series Unknown,"$ 4,51,23,492.00",responsAbility Investments,International Finance Corporation,Nexus Venture Partners,Mayfield Fund,Everstone,7
ERPNext,Internet,Open Source,Mumbai,Maharashtra,"ERPNext is an Open Source, Online ERP solution which includes Accounting, CRM, Inventory, Purchasing, HR, Support and a lot more.",400086,$10M to $50M,"Jul 28, 2008",erpnext.com/,1,Rushabh Mehta,Nov-50,1,—,"Nov 24, 2020","₹ 10,00,00,000.00",Venture - Series Unknown,"₹ 10,00,00,000.00",Rainmatter Capital,,,,,1
Basilic Fly Studio,Film,Film Production,Chennai,Tamil Nadu,"Basilic Fly Studio is an animation, and VFX production studio.",600093,$1M to $10M,2011,www.basilicflystudio.com,—,,51-100,1,Private Equity,"Sep 1, 2023","₹ 16,91,00,000.00",Private Equity,"₹ 16,91,00,000.00",Saint Capital Fund,Silver Stallion,Rajasthan Global Securities,,,3
SunSource Energy,Construction,Energy,Noida,Uttar Pradesh,"SunSource Energy develops, engineers, procures, constructs, and operates solar power plants and projects.",—,$1M to $10M,"Jan 1, 2010",sunsource-energy.com/,3,Adarsh Das,101-250,1,M&A,"Feb 16, 2018","₹ 42,29,00,000.00",Venture - Series Unknown,"₹ 42,29,00,000.00",SBICAP Ventures,,,,,1
iValue InfoSolutions,Information Technology,Network Security,Bangalore,Karnataka,iValue is the youngest and fastest growing technology enabler in the Digital Asset Protection and Management space.,560 102,$10M to $50M,2008,www.ivalue.co.in,1,Sunil Pillai,101-250,1,Private Equity,"May 22, 2019","$ 1,80,00,000.00",Private Equity,"$ 1,80,00,000.00",Creador,,,,,1
QwikCilver Solutions,E-Commerce,Enterprise,Bangalore,Karnataka,QwikCilver is your single-stop provider for all kinds of stored value card based solutions.,560095,$100M to $500M,2007,qwikcilver.com,2,Kumar Sudarsan,251-500,2,M&A,"Jul 25, 2016","$ 1,00,00,000.00",Series B,"$ 2,00,00,000.00",Amazon,Accel,Sistema Asia Capital,Helion Venture Partners,,4
Upstox,Financial Services,FinTech,Mumbai,Maharashtra,Upstox is a fintech company that allows innovative investment options for its users.,400013,$10M to $50M,2009,upstox.com/,4,Kavitha Subramanian,101-250,5,Late Stage Venture,"Sep 22, 2022","$ 10,80,00,000.00",Series C,"$ 14,32,53,180.00",BlackSoil,Tiger Global Management,Stride Ventures,Kalaari Capital,InnoVen Capital,7
Games24x7,Fantasy Sports,Gaming,Mumbai,Maharashtra,"Real Money Skill Gaming, Daily Fantasy Sports, Casual Gaming",400051,—,"Jun 1, 2006",www.games24x7.com/,2,Bhavin Pandya,501-1000,2,—,"Mar 30, 2022","$ 7,50,00,000.00",Venture - Series Unknown,"$ 7,50,00,000.00",Tiger Global Management,The Raine Group,Das & Co.,Malabar Investment Advisors,,4
BookMyForex.com,E-Commerce,Financial Services,Gurgaon,Haryana,BookMyForex.com operates as an online market place for foreign exchange.,122018,$1M to $10M,2011,www.bookmyforex.com,2,Nitin Motwani,101-250,2,M&A,"Mar 23, 2016","₹ 85,00,00,000.00",Private Equity,"₹ 85,00,00,000.00",Faering Capital,,,,,1
SBI General Insurance,Insurance,Retail,Mumbai,Maharashtra,SBI General Insurance offers a wide range of general insurance products in retail and commercial space.,400099,—,"Jan 1, 2010",www.sbigeneral.in/,—,,5001-10000,1,Private Equity,"Oct 17, 2019","$ 43,23,80,000.00",Private Equity,"$ 43,23,80,000.00",Warburg Pincus,PremjiInvest,,,,2
PlasmaGen Biosciences,Biotechnology,Health Care,Bangalore,Karnataka,PlasmaGen Biosciences is a biopharmaceutical company .,560018,$1M to $10M,2010,www.plasmagen.in/,1,Vinod Nahar,101-250,2,—,"Dec 14, 2023","₹ 2,25,00,00,000.00",Venture - Series Unknown,"$ 5,20,11,048.00",F-Prime Capital,Eight Roads Ventures,Ashish Kacholia,Eight Roads Ventures India,Artian Investments,7
Prime Venture Partners,Angel Investment,Banking,Bengaluru,Karnataka,Prime Venture Partners is a natural destination for the startups targeting global markets,560 066,—,2011,www.primevp.in/,5,Alfredo Ruiz López,01-Oct,1,Seed,"Oct 24, 2012",—,Seed,—,Mayfield Fund,,,,,1
Oasis Fertility,Health Care,Hospital,Hyderabad,Andhra Pradesh,OasisFertiltiy is a comprehensive healthcare provider with specific attention to infertility treatments,500034,$10M to $50M,2009,www.oasisindia.in/,2,Durga Rao,251-500,2,Private Equity,"Aug 25, 2022","₹ 4,00,00,00,000.00",Private Equity,"$ 5,62,73,013.00",Kedaara Capital,India Life Sciences Fund II,,,,2
Shriram General Insurance,Auto Insurance,Financial Services,Jaipur,Rajasthan,Shriram General Insurance is a financial service company that offers insurance plans for commercial vehicles.,302022,$1B to $10B,"Jul 28, 2006",www.shriramgi.com,—,,1001-5000,1,Private Equity,"Apr 11, 2022","₹ 18,00,00,00,000.00",Private Equity,"₹ 18,00,00,00,000.00",Kohlberg Kravis Roberts,,,,,1
Lenskart,Delivery,E-Commerce,Gurgaon,Haryana,"Lenskart is an online optical platform that sells prescription eyewear, branded contact lenses, sunglasses, and accessories.",122009,$10M to $50M,2008,www.lenskart.com,4,Amit Chaudhary,10001,17,Late Stage Venture,"Jun 15, 2023","$ 10,00,00,000.00",Series I,"$ 1,55,46,86,291.00",TPG,Temasek Holdings,International Finance Corporation,Alpha Wave Global,PremjiInvest,26
Translumina Therapeutics,Manufacturing,Marketing,New Delhi,Delhi,Translumina Therapeutics is a maker of cutting-edge cardiovascular medical devices.,—,$1M to $10M,"Jan 1, 2010",www.translumina.in,2,Gurmit Singh Chugh,101-250,1,Private Equity,"Aug 27, 2019","₹ 5,00,00,00,000.00",Private Equity,"₹ 5,00,00,00,000.00",Everstone,,,,,1
