CID,Company
CID1186,ICICI OneSource
CID1187,Spandana Sphoorty Financial Limited
CID1188,GUPTA TUTORIALS INDORE PRIVATE LIMITED
CID1189,GAP Miners
CID1190,Minglebox
CID1191,Novatium
CID1192,Glenmark Pharmaceuticals
CID1193,TechAxes
CID1194,Bang Overseas
CID1195,Stovekraft
CID1196,Achievo
CID1197,Purvanchal Group
CID1198,authorGEN
CID1199,Cambridge Information Technology India
CID1200,Moser Baer
CID1201,obopay
CID1202,John Energy
CID1203,Indo Shell Mould
CID1204,LINERS INDIA
CID1205,Littlefeet Inc.
CID1206,Aasan Industries
CID1207,Attero
CID1208,AtYourPrice
CID1209,KSK Power Venture
CID1210,DB Realty
CID1211,Mom Junction
CID1212,Trident Microfin
CID1213,IBS Software Services
CID1214,Flexituff International
CID1215,Hydroair Tectonics (PCD)
CID1216,RICHFEEL
CID1217,e-Security
CID1218,Rane Holdings
CID1219,Evoma
CID1220,Tsunami Research
CID1221,Kreeda Games
CID1222,Nanavati Group
CID1223,PV Technologies India
CID1224,International Recreation Parks
CID1225,SSI Education
CID1226,Suksh Tech.
CID1227,Mahindra REVA
CID1228,Cleartrip
CID1229,JHS Svendgaard Laboratories
CID1230,Elpro Energy Dimensions
CID1231,SatNav Technologies
CID1232,Indian Oil Tanking
CID1233,Manthan
CID1234,Today's Writing Instruments
CID1235,Delhi Airport
CID1236,Gokaldas Exports
CID1237,Milacron India
CID1238,STEER Engineering
CID1239,VJive
CID1240,Bajaj Auto Finance
CID1241,Action Construction Equipment Ltd.
CID1242,Territorial Prescience
CID1243,AgentGO
CID1244,Shakti Office
CID1245,Jana Small Finance Bank
CID1246,MARG Group
CID1247,iPolicy Networks
CID1248,24 Mantra Organic
CID1249,Printo
CID1250,Ziva Software
CID1251,Kartavya Healtheon
CID1252,Reliable Autotech
CID1253,Orbster
CID1254,CSB Bank
CID1255,Primus Retail
CID1256,Chiranjjeevi Wind Energy
CID1257,Indiagames
CID1258,Access Atlantech Technologies
CID1259,OOH Media
CID1260,Skelta Software
CID1261,Walsons Services
CID1262,Infrasoft Technologies
CID1263,Intas Pharmaceuticals
CID1264,RG Stone
CID1265,Quintegra Solutions
CID1266,Rupeetalk
CID1267,Calorie Care
CID1268,Gingersoft Media
CID1269,Dharti
CID1270,Shriram Transport Finance Company
CID1271,ApnaCircle Infotech
CID1272,MedPlus
CID1273,Imperial Spirits
CID1274,Lestacworld.com - A US Based LLC
CID1275,Tejas Networks India
CID1276,Karvy Group
CID1277,Amanora
CID1278,Aegon Life Insurance
CID1279,KPR Mill Limited
CID1280,SGT
CID1281,AuthWave Technologies
CID1282,KOTTED
CID1283,Real Image Media Technologies
CID1284,Hathway
CID1285,HCL Technologies
CID1286,Tata Teleservices
CID1287,Excelsoft
CID1288,Renaissance Group
CID1289,Ranbaxy Laboratories
CID1290,Wipro
CID1291,The Centurion Bank of Punjab
CID1292,EO.net
CID1293,BBF Industries
CID1294,PropertyFirst.com
CID1295,Veta
CID1296,eGlobe
CID1297,Extenprise
CID1298,Guruji
CID1299,Pyramid Saimira
CID1300,Hanung Toys & Textiles
CID1301,Drishtee Development and Communication Ltd.
CID1302,Vayavya Labs
CID1303,Nazara Technologies
CID1304,Pride Group of Hotels
CID1305,Lexsphere
CID1306,Tema India
CID1307,National Science & Technology Entrepreneurship Development Board
CID1308,Tecpro Systems
CID1309,Shweta Buildwell
CID1310,ERisk
CID1311,IceNet
CID1312,National Stock Exchange
CID1313,Robo Silicon
CID1314,KOTTED
CID1315,Jubilant Life Sciences
CID1316,Wipro
CID1317,Innobits
CID1318,Bhilwara Energy
CID1319,SIRO Clinpharm
CID1320,Timbor Home
CID1321,A LITTLE WORLD
CID1322,Textual Analytics Solutions
CID1323,Avesthagen
CID1324,Axis Bank
CID1325,ABC Live
CID1326,iPolicy Networks
CID1327,inTarvo
CID1328,Aditya Birla Fashion and Retail
CID1329,IndiaMART
CID1330,UshaComm
CID1331,DRS Warehouse
CID1332,Sspdl
CID1333,Shree Ganesh Jewellery House
CID1334,Omnitech InfoSolutions Ltd.
CID1335,Mecklai Financial Services
CID1336,PVR Ltd
CID1337,Green Infra Ltd.
CID1338,Jumboking
CID1339,HDIL
CID1340,SML Isuzu
CID1341,DCM Hyundai
CID1342,Rohini Industrial Electricals
CID1343,Ziqitza Health Care
CID1344,Rediff
CID1345,Dixon Technologies
CID1346,Dash
CID1347,BookMyShow
CID1348,Birla Power Solutions
CID1349,Zvents
CID1350,Dr. Reddy’s Laboratories
CID1351,Axpert Media
CID1352,South Asian Petrochem
CID1353,SINEWAVE
CID1354,Aurangabad Electricals Limited
CID1355,Fairkraft Creations
CID1356,Nazara Technologies
CID1357,Nazara Technologies
CID1358,Mars Hospitality Group
CID1359,Asianet Communications
CID1360,Triesta Sciences
CID1361,Beacon Hotels
CID1362,Oriental Cuisines Pvt Ltd.
CID1363,mobME Solutions
CID1364,Larsen & Toubro
CID1365,Escorts
CID1366,Financial Software & Systems
CID1367,International Print - O - Pac Limited
CID1368,Gobardanga Charulata
CID1369,Axis Bank
CID1370,Granules India
CID1371,IIHT
CID1372,Ittiam Systems (Pvt)
CID1373,Cleartrip
CID1374,Meru Cabs
CID1375,Netmagic Solutions
CID1376,Kreeda Games
CID1377,SSI Education
CID1378,Drishtee Development and Communication Ltd.
CID1379,Celetron International
CID1380,Mahindra Rise
CID1381,Plexion Technologies
CID1382,Deccan Charters
CID1383,Pride Purple Group
CID1384,Tejas Networks India
CID1385,Hythro Power Corp
CID1386,Thyrocare Technologies
CID1387,Indo Schöttle
CID1388,Comat Technologies
CID1389,Elbit Medical Diagnostics
CID1390,ING Vysya Bank
CID1391,Bartronics India
CID1392,First Leasing Company of India
CID1393,Shriram SEPL Composites
CID1394,InMobi
CID1395,HistoryFile
CID1396,VerSe Innovation
CID1397,mafoi
CID1398,Mars Hospitality Group
CID1399,Auromatrix
CID1400,Cyient
CID1401,Geodesic
CID1402,Webchutney
CID1403,Mason & Summers
CID1404,Jana Small Finance Bank
CID1405,MobileVeda
CID1406,Microland
CID1407,Quest Global Manufacturing
CID1408,Bhagyanagar
CID1409,Zanvar Group
CID1410,Marksans Pharma
CID1411,Linc Software Services
CID1412,NetAmbit
CID1413,KSK Power Venture
CID1414,RUPBIT
CID1415,Bioplus Life Sciences
CID1416,Xamplified
CID1417,Prize Petroleum
CID1418,Pushpanjali Group
CID1419,IIFL Finance
CID1420,Potential Service Consultants
CID1421,Bharti Enterprises
CID1422,Phonethics Mobile Media
CID1423,MVL
CID1424,NTT Global Networks
CID1425,The Times Of India
CID1426,Four Interactive
CID1427,Shilpa Medicare
CID1428,Durg Shivnath Expressways
CID1429,Matrix Cellular
CID1430,Titagarh Wagons
CID1431,Miditech
CID1432,Pai Kane Group
CID1433,Archies
CID1434,Privi Organics
CID1435,Mu Sigma
CID1436,Suryachakra Power Corporation
CID1437,Tecpro Systems
CID1438,Computer Age Management Services
CID1439,Gland Pharma
CID1440,Max Healthcare
CID1441,Oriental Containers
CID1442,Aksh Optifibre
CID1443,Adhysteria
CID1444,ApnaPaisa
CID1445,Digital Signage Network
CID1446,Zvents
CID1447,Multi Commodity Exchange of India Ltd
CID1448,Globe Capital Market
CID1449,Centillion
CID1450,DK & Sons
CID1451,Avonmore Capital
CID1452,NRDL
CID1453,Financial Software & Systems
CID1454,Sahara One Media And Entertainment
CID1455,JesterDigital
CID1456,Enmail.com
CID1457,Storrz
CID1458,Imperial Spirits
CID1459,Via.com
CID1460,Shriram City Union Finance
CID1461,Billdesk
CID1462,Jaypee Group
CID1463,Rangsons Electronics
CID1464,Bharat Financial Inclusion
CID1465,SEW Infrastructure
CID1466,Tubeknit Fashions
CID1467,Netmagic Solutions
CID1468,Digital Music India
CID1469,HMA Data Systems
CID1470,Sasken Communication Technologies
CID1471,Sterling And Wilson
CID1472,ConnectCapital
CID1473,SG Estates
CID1474,Afcons
CID1475,Mistral Solutions
CID1476,Dhruva
CID1477,Printo
CID1478,AyurVAID Hospitals
CID1479,Bhayana Builders
CID1480,Paramount Airways
CID1481,HDFC Credila
CID1482,SmartAge
CID1483,Valiant Communications
CID1484,Sandhar Technologies
CID1485,NiftyHMS - Healthcare Solution
CID1486,Net4Nuts
CID1487,Matrimony.com
CID1488,Financial Information Network & Operations Pvt
CID1489,CreditAccess Grameen
CID1490,Gangavaram Port
CID1491,Snapdeal Winner List 2023
CID1492,MakeMyTrip.com
CID1493,Nine Star
CID1494,Raj Oil Mills
CID1495,SmartCrowds
CID1496,24x7 Learning
CID1497,Manas Informatic
CID1498,Daksh Infosoft
CID1499,Rithwik Projects
CID1500,Edserv Softsystems
CID1501,Sujana
CID1502,IOl Netcom
CID1503,obopay
CID1504,Saravana Global Energy
CID1505,Comat Technologies
CID1506,Aster
CID1507,Travel Tours
CID1508,IANS News
CID1509,Tejas Networks India
CID1510,Manipal Acunova
CID1511,Godrej Woodland
CID1512,SICOM
CID1513,Firepro Systems
CID1514,SUMEET INDUSTRIES LIMITED
CID1515,DigiCable
CID1516,Devas Multimedia
CID1517,AVTEC LTD
CID1518,Healthizen
CID1519,Gitanjali Group
CID1520,Max HealthStaff
CID1521,Net4 India
CID1522,Redington
CID1523,ICRI India
CID1524,Zoomin
CID1525,Inventia Healthcare
CID1526,e-Security
CID1527,Viswas
CID1528,Celebrity Fashions
CID1529,Videofropper
CID1530,Newgen Software Technologies
CID1531,Sharda Cropchem
CID1532,Enpocket
CID1533,Hind High Vacuum
CID1534,Bay Talkitec
CID1535,Mantri Metallics
CID1536,Sobha
CID1537,Tranzlease
CID1538,Omaxe
CID1539,burrp!
CID1540,Mankind Pharma
CID1541,Semac Consultants
CID1542,Tejas Networks India
CID1543,Alfa Transformers
CID1544,Dial for Books
CID1545,US Pizza
CID1546,Giftindia24x7.com
CID1547,iYogi
CID1548,John Energy
CID1549,Powerica
CID1550,InMobi
CID1551,Vienova
CID1552,Broadband Pacenet
CID1553,Yatra
CID1554,Touchpoint
CID1555,Walchand TalentFirst
CID1556,Elitecore Technologies
CID1557,Ashoka Buildcon
CID1558,Tutorials Point
CID1559,CollageGroup
CID1560,Fullerton India
CID1561,ROYAL HYGIENE
CID1562,Webtrafficindia.com
CID1563,Infosys
CID1564,Titagarh Wagons
CID1565,TOPS Security
CID1566,LifeSpring
CID1567,Sattva
CID1568,Wilson Sandhu Logistics
CID1569,SIRO Clinpharm
CID1570,UNIBIC
CID1571,Astra Microwave Products
CID1572,Games2win Media
CID1573,Select Cabs
CID1574,Quikr
CID1575,CRISIL
CID1576,Amalgamated Plantations
CID1577,Cafe Coffee Day
CID1578,Conquest
CID1579,Vriti Infocom
CID1580,Tower Vision
CID1581,Digital Signage Network
CID1582,ACT (Atria Convergence Technologies Pvt. Ltd.)
CID1583,Plexion Technologies
CID1584,Phonologies (India)
CID1585,Ace Tours
CID1586,Outsmart
CID1587,Videocon Industries
CID1588,Sainik Mining and Allied Services
CID1589,Idea Cellular
CID1590,Guruji
CID1591,International Tractors Ltd
CID1592,Eka Software Solutions
CID1593,Challenge Industries
CID1594,Bharat Matrimony
CID1595,Flawless Diamond
CID1596,MakeMyTrip.com
CID1597,Roshini International Bio Energy
CID1598,SKIL Infrastructure
CID1599,Cafe Coffee Day
CID1600,Metis Technology
CID1601,3DSoC
CID1602,Manthan
CID1603,Rupeetalk
CID1604,Uhuroo
CID1605,Microland
CID1606,Enpocket
CID1607,Quickshift
CID1608,Mobile2win
CID1609,CARE Hospitals Group
CID1610,Agribuys
CID1611,Spykar Lifestyles
CID1612,Kreeda Games
CID1613,MapmyIndia
CID1614,Mtar Technologies
CID1615,Chikka Federation Of India
CID1616,Glenmark Pharmaceuticals
CID1617,IL&FS Education & Technology Services Ltd.
CID1618,NTT Global Networks
CID1619,Spire Innovations Inc.
CID1620,Ittiam Systems (Pvt)
CID1621,Ordyn Technologies
CID1622,EBS Worldwide Services
CID1623,authorGEN
CID1624,Dynaspede
CID1625,Wockhardt
CID1626,SAI Life Sciences
CID1627,LifeSpring Hospitals
CID1628,TELiBrahma
CID1629,Lakshmi Overseas Industries
CID1630,Delta Agrigenetics
CID1631,Spice Mobiles
CID1632,Dalmia Cements
CID1633,Epiance
CID1634,Mahindra REVA
CID1635,PayMate
CID1636,ECI Engineering & Construction
CID1637,GVK Biosciences
CID1638,YOU Broadband India
CID1639,EbixCash
CID1640,obopay
CID1641,National Stock Exchange
CID1642,Perlecan Pharma
CID1643,Mahindra finance
CID1644,Dynaspede
CID1645,EasyLink
CID1646,Hurix Systems Private
CID1647,SLTL Group
CID1648,Mast Kalandar
CID1649,Cafe Coffee Day
CID1650,ICOMM Tele
CID1651,Assotech Realty Pvt Limited
CID1652,Ad2pro Media Solutions Pvt. Ltd. (2adpro)
CID1653,PVR Ltd
CID1654,SAI Life Sciences
CID1655,Embassy Group
CID1656,Cinevision
CID1657,PayMate
CID1658,Four Interactive
CID1659,Nicco Corporation
CID1660,Worldzen Holdings
CID1661,Rubamin
CID1662,reQall
CID1663,Indo Schöttle
CID1664,Vishwa Infrastructures & Services
CID1665,Ortel Communications
CID1666,Bharat Matrimony
CID1667,Printo
CID1668,LifeCell International
CID1669,GSS Infotech
CID1670,Numex
CID1671,Trivitron Healthcare
CID1672,Zensar Technologies
CID1673,Comviva
CID1674,ideaForge
CID1675,Synergies Castings
CID1676,Zoomin
CID1677,HomeShop18
CID1678,UNITEK
CID1679,SFO Technologies
CID1680,Mu Sigma
CID1681,Tribi Embedded Technologies Private
CID1682,Webshastra
CID1683,Benchmark Softec
CID1684,Om Logistics
CID1685,G. S. Developers & Contractors
CID1686,Seventymm
CID1687,Growing Opportunity Finance
CID1688,RapidRadio
CID1689,HNG Float Glass
CID1690,Epicenter Technologies
CID1691,Matrimony.com
CID1692,Srei Infrastructure Finance
CID1693,Filmy4wapin
CID1694,Vidyut
CID1695,Ayekart Fintech
CID1696,Metalbook
CID1697,Push Sports
CID1698,OTO Capital
CID1699,Chefling
CID1700,SpiceJet Limited
CID1701,NEPRA Resource Management
CID1702,RailYatri
CID1703,Noccarc
CID1704,Alt Mobility
CID1705,PocketATM
CID1706,Oopar.Club
CID1707,Induced AI
CID1708,Beyoung
CID1709,Segwise
CID1710,Khyaal
CID1711,FOIP
CID1712,Neodocs
CID1713,mirrAR
CID1714,Wildfloc Adventures
CID1715,Digantara
CID1716,Fasal
CID1717,Zomato
CID1718,Myna Mahila Foundation
CID1719,Pratech Brands
CID1720,Grip Invest
CID1721,AmberStudent
CID1722,Stan
CID1723,Crux
CID1724,HyugaLife
CID1725,Scandalous Foods
CID1726,RailYatri
CID1727,JSW Infrastructure
CID1728,Krutrim
CID1729,Kushal's
CID1730,Kushal's
CID1731,BigHaat
CID1732,Settl.
CID1733,Toffee Coffee Roasters
CID1734,Burger Singh
CID1735,Airblack
CID1736,Confidence Group
CID1737,Mokobara
CID1738,SWIRL
CID1739,Dream Sports
CID1740,VRO Hospitality
CID1741,DevX
CID1742,Vegrow
CID1743,Auxilo
CID1744,Serentica Renewables
CID1745,Aye Finance
CID1746,Tork Motors
CID1747,Lohum
CID1748,SportVot
CID1749,Metafin
CID1750,Captain Fresh
CID1751,EquityList
CID1752,BluSmart Mobility
CID1753,Glamplus
CID1754,Proost69
CID1755,Cello
CID1756,SK Finance
CID1757,Udaan
CID1758,Onsurity
CID1759,Exponent Energy
CID1760,QuID Cash
CID1761,Stackr Labs
CID1762,ELIVAAS
CID1763,Scrut Automation
CID1764,Clinikally
CID1765,InCred
CID1766,kitchens@
CID1767,ANAROCK
CID1768,Papa Pawsome
CID1769,AstroTalk
CID1770,ConveGenius
CID1771,Scandalous Foods
CID1772,Ivory
CID1773,Wiz Freight
CID1774,MakeO
CID1775,Finhaat
CID1776,DigitalPaani
CID1777,Mufin Green Finance
CID1778,Zepto
CID1779,Fixerra
CID1780,AmberStudent
CID1781,Offline
CID1782,ONGC Videsh
CID1783,EMotorad
CID1784,Perfios Software Solutions
CID1785,INDRA
CID1786,UrjanovaC
CID1787,Conscious Chemist
CID1788,Wow! Momo
CID1789,BluSmart Mobility
CID1790,Rite Water Solutions
CID1791,Torus Robotics
CID1792,Salty
CID1793,P-TAL
CID1794,Accio Robotics
CID1795,Aquaconnect
CID1796,IDC KITCHEN
CID1797,Dressfolk
CID1798,HouseEazy
CID1799,Crepdog Crew
CID1800,Blue Jet Healthcare
CID1801,AgroMorph
CID1802,CENTA
CID1803,Susstains
CID1804,FinAGG
CID1805,Happi Planet
CID1806,Zaggle
CID1807,BuyEazzy
CID1808,Baaz Bikes
CID1809,EloElo
CID1810,JEH Aerospace
CID1811,Scapia
CID1812,Raptee Energy
CID1813,Breathe ESG
CID1814,InsuranceDekho
CID1815,FlexifyMe
CID1816,VoiceClub
CID1817,Redrob
CID1818,Weisdom FutureTech
CID1819,SquadStack
CID1820,Perfora
CID1821,Farmley
CID1822,GeoIQ.io
CID1823,Iluvia
CID1824,ConveGenius
CID1825,Agnikul
CID1826,PlasmaGen Biosciences
CID1827,Aliste Technologies
CID1828,ESCROWPAY
CID1829,Yatra
CID1830,Bharat Housing Network
CID1831,Terra Food Co.
CID1832,Kiwi
CID1833,Gabit
CID1834,Blue Star
CID1835,Nazara Technologies
CID1836,Medial
CID1837,InPrime Finserv
CID1838,Pilgrim
CID1839,Setu Nutrition
CID1840,Flash.co
CID1841,Showroom B2B
CID1842,KisanKonnect
CID1843,Ascend Capital
CID1844,NeuroPixel.AI
CID1845,Keus
CID1846,Vaaree
CID1847,Zolve
CID1848,Reliance Jio
CID1849,Wishlink
CID1850,Sugar.fit
CID1851,SAMHI Hotels
CID1852,Sarvam AI
CID1853,Blackopal Group
CID1854,Knocksense
CID1855,boAt
CID1856,Grow Indigo
CID1857,DevDham
CID1858,BluSmart Mobility
CID1859,Religare
CID1860,ZappFresh
CID1861,Fairdeal Market
CID1862,Inoxwind
CID1863,Newme
CID1864,FlexiLoans
CID1865,SuperOps.ai
CID1866,Pep
CID1867,PolicyBazaar
CID1868,Optimizers
CID1869,Alt Carbon
CID1870,AquaExchange
CID1871,Garuda Aerospace
CID1872,AltUni
CID1873,Zingavita
CID1874,Bharatsure
CID1875,Frendy
CID1876,BatX Energies
CID1877,RateGain
CID1878,Jiraaf
CID1879,PierSight Space
CID1880,Sai Silks (Kalamandir)
CID1881,Karkhana.io
CID1882,MyMuse India
CID1883,Koparo Clean
CID1884,Pratech Brands
CID1885,Fittr
CID1886,Euler Motors
CID1887,Cashinvoice
CID1888,EtherealX
CID1889,ofScale
CID1890,Disprz
CID1891,Suzhiyam Industrial Machines
CID1892,VAMA
CID1893,General Autonomy
CID1894,CureBay
CID1895,ClearTrust
CID1896,Cashvisory
CID1897,Electrifi Mobility
CID1898,ClearTrust
CID1899,Third Wave Coffee
CID1900,INC5
CID1901,Ecofy
CID1902,Biryani By Kilo
CID1903,Natch
CID1904,Kuku FM
CID1905,OnFinance AI
CID1906,Phi Commerce Pvt Ltd
CID1907,Namdev Finvest
CID1908,Mirana Toys
CID1909,FreshBus
CID1910,GlobalBees
CID1911,Upswing Financial Technologies
CID1912,Noise
CID1913,OxyZEN Express
CID1914,FinAGG
CID1915,Clove Dental
CID1916,Innovist
CID1917,Zepto
CID1918,Monitra Healthcare
CID1919,Bharatsure
CID1920,Vgenomics
CID1921,Updater Services
CID1922,Yu Foodlabs
CID1923,Ola Electric
CID1924,The baker’s dozen
CID1925,Evify
CID1926,Axis Bank
CID1927,Purple Style Labs
CID1928,Riskcovry
CID1929,Mylapay
CID1930,Tap Invest
CID1931,Nazara Technologies
CID1932,Madsto
CID1933,Bakingo
CID1934,Piscium Health Sciences
CID1935,SatSure
CID1936,HyugaLife
CID1937,Nephrocare India
CID1938,Mom's Home
CID1939,Motisons Group
CID1940,GoMechanic
CID1941,Plus
CID1942,FroGo
CID1943,Autocracy Machinery
CID1944,Ugees
CID1945,Woovly Shop Socially
CID1946,Fibmold Packaging
CID1947,3EV Industries
CID1948,Vivifi India
CID1949,PatilKaki
CID1950,Aakash Educational Services
CID1951,Beyond Odds
CID1952,Supplynote
CID1953,Ergos
CID1954,Proost69
CID1955,Vegapay
CID1956,BlackLight Studio Works
CID1957,Finayo
CID1958,Ethereal Machines
CID1959,Game Theory
CID1960,Hogr
CID1961,Done Deal
CID1962,Blitz
CID1963,Wiom
CID1964,Voiceowl
CID1965,altM
CID1966,Proxgy
CID1967,Shyam Metalics and Energy
CID1968,Evify
CID1969,Pepperfry
CID1970,Nat Habit
CID1971,Settlin
CID1972,Manastu Space
CID1973,Amaha (formerly InnerHour)
CID1974,Navadhan Capital
CID1975,FruBon
CID1976,Prabhu Bhakti
CID1977,Meesho
CID1978,Maidaan
CID1979,VECROS
CID1980,Country Delight
CID1981,Pandorum Technologies
CID1982,Larkai Healthcare
CID1983,Freight Tiger
CID1984,Jimmy's Cocktails
CID1985,Mufin Green Finance
CID1986,Bolt.Earth
CID1987,VerSe Innovation
CID1988,Ola Electric
CID1989,ControlZ
CID1990,Offside
CID1991,KathaVersse Media Network
CID1992,Wootz.work
CID1993,GrowXCD Finance
CID1994,SecurWeave Research Labs
CID1995,Rupyz
CID1996,BharatAgri
CID1997,Explurger
CID1998,Hempstreet Medicare
CID1999,Growcoms
CID2000,Adventum Student Living
CID2001,Zyla Health
CID2002,Snap-E Cabs
CID2003,Credgenics
CID2004,Manipal Hospitals
CID2005,Showroom B2B
CID2006,DB Realty
CID2007,Fruitoholic
CID2008,hypergro
CID2009,Algorithmic Biologics
CID2010,Eco Hotels and Resorts
CID2011,Electrifi Mobility
CID2012,Omnivio
CID2013,U Gro Capital
CID2014,Adani Green Energy
CID2015,Legistify
CID2016,Biva
CID2017,Reliance Jio
CID2018,The Estée Lauder Companies Inc.
CID2019,Arzooo.com
CID2020,Jhana
CID2021,Astuto Technologies
CID2022,Urban Matrix
CID2023,Lissun
CID2024,wizr.ai
CID2025,Vivifi India
CID2026,FlexifyMe
CID2027,Air India
CID2028,Bookingjini
CID2029,Happy Nature
CID2030,Earthful
CID2031,KiVi
CID2032,PlanckDOT
CID2033,Peptris Technologies
CID2034,keen technologies
CID2035,abCoffee
